lot_frontage,overall_qual,mas_vnr_area,exter_qual,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,total_bsmt_sf,heating_qc,central_air,1st_flr_sf,2nd_flr_sf,gr_liv_area,bsmt_full_bath,full_bath,half_bath,kitchen_qual,totrms_abvgrd,fireplaces,garage_type,garage_finish,garage_cars,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,fence,log_saleprice,yrs_since_year_remod_add,yrs_since_year_built,log_lot_area,ms_zoning_rm,ms_zoning_others,lot_shape_reg,lot_shape_others,neighborhood_collgcr,neighborhood_crawfor,neighborhood_edwards,neighborhood_gilbert,neighborhood_idotrr,neighborhood_mitchel,neighborhood_names,neighborhood_nwames,neighborhood_noridge,neighborhood_nridght,neighborhood_oldtown,neighborhood_sawyer,neighborhood_sawyerw,neighborhood_somerst,neighborhood_stonebr,neighborhood_timber,neighborhood_others,roof_style_hip,roof_style_others,exterior_1st_hdboard,exterior_1st_metalsd,exterior_1st_plywood,exterior_1st_vinylsd,exterior_1st_wd_sdng,exterior_1st_others,mas_vnr_type_none,mas_vnr_type_others,foundation_cblock,foundation_pconc,foundation_others,ms_subclass_30,ms_subclass_50,ms_subclass_60,ms_subclass_70,ms_subclass_80,ms_subclass_120,ms_subclass_160,ms_subclass_others
90.0,10,0.0,4,3,3,2,1,0.0,1107.0,5,1,1518,1518,3608,0.0,2,1,5,12,2,1,1,3.0,2,0,260,0,4,13.071070083016778,28,129,10.04107321548869,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
41.0,8,473.0,4,5,3,4,6,1573.0,1573.0,5,1,1778,0,1778,2.0,2,0,5,5,1,5,3,2.0,2,123,53,0,0,12.834681304952548,15,16,8.656607247198915,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
70.0,4,0.0,3,3,3,1,5,432.0,864.0,3,1,864,0,864,0.0,1,0,3,5,1,0,0,0.0,2,0,0,0,0,11.652687407345388,50,50,9.259130536145614,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
62.0,7,0.0,4,4,3,1,6,410.0,1221.0,5,1,1221,0,1221,1.0,2,0,4,6,0,5,2,2.0,2,0,113,0,0,12.128111104060462,16,17,8.922658299524402,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
62.0,6,0.0,3,3,3,1,2,144.0,660.0,3,1,740,125,865,1.0,1,0,3,4,1,1,1,1.0,2,0,0,84,0,11.594505451962652,26,101,9.21453157659465,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24.0,7,0.0,4,4,3,1,1,0.0,600.0,5,1,520,623,1223,0.0,2,1,4,4,0,1,2,2.0,2,0,166,0,0,11.900905258737373,16,16,7.841492924460013,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
35.0,7,218.0,4,4,3,1,6,549.0,691.0,5,1,713,739,1452,1.0,2,1,4,6,0,1,1,2.0,2,0,34,0,0,11.957611286231675,22,22,8.234299635696253,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
72.92569616479919,5,0.0,3,3,2,1,1,0.0,880.0,4,1,880,428,1308,0.0,2,0,3,6,0,1,1,2.0,2,0,0,117,0,11.695247021764184,43,106,9.241839039035554,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
61.0,7,0.0,4,4,3,2,6,241.0,384.0,5,1,744,630,1374,0.0,2,1,4,7,0,3,3,2.0,2,0,0,0,0,12.025749091398891,17,17,9.1833801903934,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
43.0,7,14.0,4,4,4,1,6,16.0,1346.0,5,1,1504,0,1504,0.0,2,0,4,7,1,5,3,2.0,2,156,20,0,0,12.160028707028767,15,16,8.065265208897733,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
56.0,6,0.0,3,4,3,1,1,0.0,384.0,4,1,754,630,1384,0.0,2,1,3,7,1,3,3,2.0,2,0,0,0,0,11.992260421644849,24,24,9.090655529030203,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
70.0,5,0.0,3,3,3,3,3,780.0,1204.0,3,1,1411,0,1411,0.0,1,0,3,7,1,5,2,1.0,2,278,82,0,0,11.77528972943772,46,66,9.409027282856401,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
80.0,5,0.0,3,3,3,1,6,630.0,970.0,3,1,970,0,970,1.0,1,0,3,5,0,1,1,2.0,2,0,24,0,0,11.794337924408413,58,58,9.045465728785949,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
72.5375961154368,5,0.0,3,4,3,3,5,704.0,864.0,5,1,904,0,904,0.0,1,0,4,5,0,6,1,3.0,2,143,0,0,3,11.877568578558138,51,51,9.230142999272362,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
70.41127738325964,5,0.0,3,0,0,0,0,0.0,0.0,3,1,1100,1133,2233,0.0,2,1,3,11,0,5,3,2.0,2,0,0,0,0,11.856515169360305,42,42,9.164819856674374,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
60.0,4,0.0,3,3,3,1,3,385.0,385.0,4,1,875,0,875,0.0,1,0,4,5,0,1,1,2.0,2,352,0,0,0,11.669929213779893,15,49,8.881836305004146,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
60.0,6,0.0,3,3,3,3,6,490.0,520.0,4,0,520,0,754,1.0,1,0,3,5,0,0,0,0.0,0,53,0,0,0,11.344506813345266,39,86,8.821732380934442,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
157.52480190320114,4,0.0,3,4,3,4,4,1116.0,1364.0,5,1,1663,0,1663,1.0,1,0,4,6,2,5,3,2.0,2,224,137,0,0,12.4529327234617,27,67,10.882321065382621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
70.0,5,0.0,3,3,3,1,4,338.0,925.0,5,1,925,0,925,0.0,1,0,3,5,0,1,1,1.0,2,0,0,0,2,11.67419361256635,56,56,9.116029692504942,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
130.0,5,0.0,4,3,2,1,3,428.0,728.0,5,1,976,332,1308,1.0,1,1,3,7,2,1,1,1.0,2,0,70,0,0,11.982929094215963,71,81,9.169518377455928,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
81.0,5,0.0,3,3,3,1,3,386.0,1240.0,4,1,1375,0,1375,1.0,1,0,3,6,1,5,1,1.0,2,0,0,0,0,12.138863895836725,23,65,9.559235128595953,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
110.0,8,280.0,4,5,3,2,6,938.0,1317.0,5,1,1217,1168,2385,1.0,2,1,4,7,1,5,3,3.0,2,192,228,0,0,12.765688433465597,18,18,9.56640512978922,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
60.0,5,0.0,3,4,3,2,1,0.0,896.0,3,1,896,896,1792,0.0,2,2,3,8,0,1,1,2.0,2,0,45,0,0,11.79810440720389,47,47,9.104979856318357,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
105.0,8,554.0,4,5,3,4,6,1728.0,2418.0,5,1,2464,0,2464,1.0,2,1,5,9,1,5,3,3.0,2,358,78,0,0,12.942039823273047,14,14,9.524640032332234,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
51.0,7,130.0,4,4,3,1,5,988.0,1386.0,5,1,1569,0,1569,0.0,2,0,4,7,1,5,2,3.0,2,143,20,0,0,12.077670930725649,14,14,8.19836438996762,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
84.0,9,242.0,5,5,3,4,6,1021.0,1555.0,5,1,1680,0,1680,1.0,1,1,5,8,1,5,3,3.0,2,185,24,0,0,12.686218418914901,12,12,9.299541017434485,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
65.0,7,0.0,4,4,3,2,6,699.0,1337.0,5,1,1337,0,1337,1.0,2,0,4,6,0,5,2,2.0,2,0,39,0,0,12.128111104060462,18,18,9.041921720351219,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
60.0,6,0.0,3,3,3,1,4,574.0,816.0,5,1,816,0,816,1.0,1,0,3,4,1,5,1,1.0,2,228,0,40,3,11.773750083252127,71,87,9.053686561930807,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
95.0,7,226.0,4,4,3,2,4,1201.0,1541.0,5,1,1541,0,1541,0.0,2,0,4,7,1,5,2,2.0,2,0,70,0,0,12.301382825334498,16,16,9.40771473139643,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
51.0,4,0.0,3,3,3,1,1,0.0,884.0,5,1,989,584,1573,0.0,1,0,4,6,0,1,1,1.0,2,0,0,54,0,11.79810440720389,26,86,8.719317375506371,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
60.0,4,0.0,3,3,3,1,1,0.0,832.0,3,1,832,629,1461,0.0,2,0,3,6,0,1,1,1.0,2,0,204,0,0,11.801856756822442,25,72,9.287301413112312,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
80.37696952208469,6,0.0,3,3,3,1,1,0.0,1958.0,3,1,2048,0,2048,0.0,3,0,3,9,0,6,1,2.0,2,0,0,0,0,12.043553716032399,45,45,9.454070556898781,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
63.69115547226859,6,0.0,3,4,3,1,1,0.0,903.0,4,1,910,732,1642,0.0,2,1,3,7,1,5,2,2.0,2,290,84,0,0,12.031719258385396,27,28,8.943114308091785,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
60.0,6,0.0,3,2,3,1,3,283.0,738.0,5,1,868,602,1470,0.0,1,1,3,6,0,1,1,2.0,2,0,0,0,0,11.854740546001937,27,99,9.264828557260252,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
60.0,6,0.0,3,4,3,1,1,0.0,938.0,5,1,957,1342,2299,0.0,3,1,3,7,1,5,3,2.0,2,188,30,0,0,12.225875272826354,18,22,8.922658299524402,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
70.24349042407603,7,180.0,4,4,3,1,1,0.0,884.0,5,1,884,1151,2035,0.0,2,1,4,8,1,3,3,2.0,2,144,48,0,0,12.312682380588432,20,20,9.15957325492253,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
69.0,5,0.0,3,3,3,3,4,784.0,925.0,3,1,999,0,999,1.0,1,0,3,6,0,5,1,1.0,2,150,72,0,0,11.809319478024031,59,59,9.230633075243945,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
45.0,8,0.0,4,4,3,3,6,851.0,1378.0,5,1,1378,0,1378,1.0,2,0,4,6,1,5,3,2.0,2,160,56,0,0,12.273731294003989,17,17,8.384575666801398,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
65.0,5,0.0,3,4,3,2,3,507.0,793.0,3,1,793,325,1118,1.0,1,0,3,5,1,1,1,2.0,2,0,0,0,3,11.694413341015606,71,82,8.961879012677683,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
92.0,4,270.0,3,3,3,1,5,133.0,1440.0,3,0,1440,0,1440,0.0,2,0,2,8,0,0,0,0.0,2,0,0,0,0,11.678439903447801,66,66,9.401621670141608,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
70.0,5,45.0,3,3,3,1,3,588.0,1010.0,5,1,1134,0,1134,0.0,1,0,3,6,0,5,2,1.0,2,0,16,0,1,11.813030057420567,19,61,8.85366542803745,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64.0,6,0.0,3,3,3,1,1,0.0,833.0,4,1,1053,795,1848,0.0,1,1,4,8,1,1,1,2.0,0,0,0,0,0,12.240474072247506,21,98,9.47677327138879,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
60.0,6,0.0,3,3,3,1,3,423.0,1181.0,2,1,1390,304,1694,0.0,2,0,3,7,1,1,1,2.0,2,342,0,128,0,11.824079893607152,71,96,9.035986984831405,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
50.0,4,0.0,3,3,3,1,1,0.0,901.0,5,1,901,0,901,0.0,1,0,3,4,0,1,1,1.0,2,0,0,0,0,11.588960151246226,21,67,8.699514748210191,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
58.12261197687205,6,0.0,3,3,3,1,2,52.0,861.0,4,1,861,548,1409,1.0,1,1,3,6,1,1,1,2.0,2,225,0,84,0,11.744037185933616,71,83,8.738735461363474,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
141.0,6,112.0,3,3,4,4,4,639.0,1080.0,2,1,1656,0,1656,1.0,1,0,3,7,2,5,3,2.0,1,210,62,0,0,12.2783933071098,61,61,10.366277727263562,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
96.0,10,272.0,5,5,3,3,6,1280.0,1682.0,5,1,1742,590,2332,1.0,2,1,5,9,1,3,3,3.0,2,196,134,0,0,12.962194625251508,13,14,9.431401757086068,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
80.0,5,0.0,4,3,3,1,5,607.0,1113.0,4,1,1113,0,1113,0.0,1,0,4,5,1,5,1,1.0,2,0,80,120,0,11.898187865760873,14,71,9.169518377455928,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
64.0,6,0.0,4,3,3,1,1,0.0,816.0,5,1,1232,0,1232,0.0,1,0,4,6,1,1,1,2.0,2,0,0,180,0,11.901583454762012,21,105,9.056489647157923,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
104.0,9,480.0,5,5,3,4,6,1375.0,1950.0,5,1,1950,0,1950,1.0,2,0,5,7,1,5,3,3.0,2,156,207,0,0,12.855790268162783,14,14,9.576232704964523,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
80.0,7,102.0,3,4,3,3,6,929.0,1845.0,4,1,1872,0,1872,0.0,2,0,3,6,1,5,3,2.0,2,197,39,0,0,12.394624752074764,33,33,9.249561085129464,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63.0,6,0.0,3,4,3,1,1,0.0,676.0,5,1,676,588,1264,0.0,1,0,3,6,0,1,1,2.0,2,424,0,0,0,11.901583454762012,26,107,9.652715834104445,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
101.0,8,130.0,4,5,3,4,6,16.0,1168.0,5,1,1168,1332,2500,0.0,3,1,5,9,1,3,3,3.0,2,192,32,0,0,12.779873068457553,16,16,9.513625087655372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
50.0,5,0.0,3,3,3,1,5,784.0,784.0,4,1,784,0,784,1.0,1,0,4,5,0,0,0,0.0,2,0,0,116,0,11.603679828238693,71,97,8.720950028930258,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
50.0,2,0.0,3,0,0,0,0,0.0,0.0,2,0,612,0,612,0.0,1,0,3,4,0,1,1,1.0,0,0,0,25,0,10.714417768752456,71,81,8.686935966003333,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
108.05814100777283,7,0.0,3,3,3,2,1,0.0,1032.0,5,1,1207,1196,2403,0.0,2,0,3,10,2,5,1,1.0,2,56,0,318,0,12.406561506279576,71,81,10.089552095608918,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
80.0,6,238.0,3,3,3,1,6,1285.0,1416.0,3,1,1644,0,1644,1.0,1,0,3,7,2,5,3,2.0,2,110,0,0,0,12.025749091398891,68,68,9.169518377455928,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
65.0,7,214.0,4,4,3,1,1,0.0,860.0,5,1,860,869,1729,0.0,2,1,4,7,0,5,3,2.0,2,386,63,0,0,12.206072645530174,19,19,9.006754319877503,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
50.0,5,0.0,3,3,3,1,1,0.0,830.0,4,1,879,0,879,0.0,1,0,3,4,0,1,1,1.0,1,0,108,0,0,11.289781913656018,71,85,8.560252680876685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
60.0,5,0.0,3,3,3,1,3,167.0,864.0,3,1,864,0,864,1.0,1,0,3,5,0,1,1,2.0,0,0,0,0,0,11.652687407345388,31,66,9.008468955937513,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
72.0,6,74.0,3,4,3,1,2,616.0,1196.0,4,1,1196,0,1196,1.0,1,0,3,6,1,5,2,1.0,2,0,44,0,0,11.842229212112828,65,65,9.104979856318357,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
74.0,6,203.0,3,3,3,1,5,209.0,672.0,3,1,672,728,1400,0.0,1,1,3,6,1,5,3,2.0,2,0,0,0,0,11.915051671812877,43,43,8.967504187316237,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
60.0,4,0.0,3,3,3,2,1,0.0,755.0,3,1,755,755,1510,1.0,1,0,3,7,1,1,1,1.0,1,120,0,0,3,11.589886506106357,71,81,9.114269903225448,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
60.0,4,0.0,3,0,0,0,0,0.0,0.0,3,0,694,600,1294,0.0,2,0,3,7,0,0,0,0.0,0,220,114,210,0,11.573550086786664,21,121,9.287301413112312,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
74.0,7,0.0,4,4,3,3,1,0.0,1240.0,5,1,1240,0,1240,0.0,2,0,4,5,0,5,2,3.0,2,140,93,0,0,12.175613438045465,15,15,9.054388070202297,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
70.0,5,51.0,3,3,3,1,2,36.0,988.0,5,1,988,0,988,1.0,1,0,3,6,0,1,1,2.0,2,0,0,0,0,11.771436160121729,59,59,9.116029692504942,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63.0,5,0.0,3,3,3,1,1,0.0,1560.0,3,1,1560,0,1560,0.0,2,0,3,8,0,1,1,3.0,2,0,0,0,0,11.744037185933616,53,53,9.067393362656249,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
70.0,5,0.0,3,2,3,2,3,1078.0,1078.0,3,1,1368,0,1368,1.0,1,0,3,6,0,5,2,1.0,2,0,41,211,0,11.695247021764184,71,71,9.37305428246393,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
70.0,7,109.0,4,4,3,3,6,712.0,1473.0,5,1,1484,0,1484,1.0,2,0,4,7,0,5,2,2.0,2,0,35,0,0,12.269047444691562,16,17,9.035986984831405,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
40.0,8,0.0,4,4,3,4,6,807.0,1226.0,3,1,1226,0,1226,1.0,1,0,4,4,1,5,3,2.0,2,133,78,0,0,12.154779351142624,41,41,8.262042843966942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
65.24637641585188,6,112.0,3,4,3,1,6,705.0,1160.0,4,1,1169,0,1169,0.0,2,0,3,6,1,5,3,2.0,2,0,26,0,3,12.119969946476761,27,28,8.996651979432729,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
93.0,7,364.0,3,3,3,3,3,242.0,725.0,3,1,1035,616,1651,0.0,2,0,3,6,2,3,1,1.0,2,460,46,0,3,12.05524975579559,22,58,9.219300113347655,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
67.0,4,0.0,3,3,3,2,5,690.0,816.0,5,1,816,0,816,1.0,1,0,3,3,1,1,1,1.0,2,0,0,0,0,11.512925464970229,63,83,9.09121894106832,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
85.0,7,212.0,4,4,3,1,6,56.0,1564.0,5,1,1564,0,1564,0.0,2,0,4,6,0,5,2,3.0,2,0,24,0,0,12.2960778698166,14,14,9.310909426897878,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
60.0,6,0.0,3,2,3,1,1,0.0,482.0,5,0,1221,691,1912,0.0,2,0,3,7,1,1,1,2.0,2,0,25,212,0,12.0015054797889,21,116,9.287301413112312,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
