sent_id,rev_id,sent_text,category,sentiment
1530,678764190,Fantastic dining experience with a wholesome spread of local and international cuisine.,none,1.0
1532,678764190,The family was surrounded by really attentive service staff throughout our dinner and their touches to make our birthday celebration for the man of the house a great memory to commemorate.,service,1.0
1534,678764190,"Special compliments to Steve, Fish and Hope for their attentive services!",service,1.0
1535,678764190,We could almost see their service objectives of leaving no customers unattended or no used plates uncollected!  ,service,-1.0
1536,678764190,Well done and kudos to a really nice effort to a great dining experience.,none,1.0
1537,678762656,We booked our meal in Lighthouse Rooftop Restaurant and Bar based on good reviews and they did not disappoint!,food,1.0
1538,678762656,"From the welcome reception to the drinks waiter, everyone provided us with top quality service and made us feel very special.",service,1.0
1539,678762656,The food was 5* with a view and service to match.,food,0.0
1540,678762656,"Special mention to Jay, Khalid and Julius who looked after us so well.",none,1.0
1542,678761602,"Great place and ambience for dinner, suitable for family with children.",none,1.0
1544,678761602,Also a good place for gathering and businesses.,none,1.0
1545,678761602,"Good service from staff Penny and Evon, friendly and helpful giving value added services...   ",service,1.0
1546,678754314,The place is absolutely fantastic!,none,1.0
1547,678754314,The food is great!,food,1.0
1548,678754314,Music is relaxing.,none,1.0
1549,678754314,The crew are very accommodating.,none,0.0
1550,678754314,"Specially to Ian, Raffy and Julius who consistently providing excellent customer service.",service,1.0
1552,678708094,"Excellent service by Lalikumar and Camilla at the Fullerton Hotel, Courtyard.  ",service,1.0
1553,678708094,Lalikumar was very caring and attentive.,none,1.0
1554,678708094,The Courtyard brought many memories of the place I once worked there.,none,0.0
1555,678708094,The building has transformed from an old post office hq to the present day hotel.,none,0.0
1556,678708094,The servings of a variety of cakes and the choices of tea were excellent.,food,1.0
1557,678708094,Will definitely go there again.,none,1.0
1558,678707968,"Nice View, delicious food, hospitality staff.",service,1.0
1559,678707968,Business lunch is only $38/set  ,none,0.0
1560,678707968,"I think it’s really worth for money , especially the lunch.",none,1.0
1561,678707968,They also have a rooftop bar the view is stunning !,food,1.0
1562,678707968,"環境靚，食物美味，服務人員都非常細心及友善，午市套餐只需$38/位，非常抵食！另外有天台bar, 環境都很優越，可以飽覽marina bay!",other,0.0
1565,678707094,Many thanks for you kind and efficient service.,service,1.0
1566,678707094,I have already and will definitely continue to recommend your services(Wayne Khor) to others in the future.,service,1.0
1567,678707094,"I hope I have the opportunity to re-visit Town restaurant soon, I will then make my bookings with Mr Khor .",food,1.0
1569,678707094,Wishing you all have a lovely day,none,1.0
1573,678702112,"The ice cream card, cookies, chocolates, children's slippers and folded animal towels were a hit with our daughter.",none,0.0
1574,678702112,Made every member of the family feel welcome and valued.,none,1.0
1575,678698298,"Great ambience, interesting food variety and quiet location for business discussion.",food,1.0
1576,678698298,"Highly recommended for their olive fried rice, Peking duck, dim sum and dessert.",none,1.0
1577,678698298,"  Compliments to the crew: Yan shuo, Evelyn and yvvone for the great service!",service,1.0
1578,678690416,One of the finest Cantonese cuisine me and my friends have ever tried.,none,1.0
1579,678690416,"The roasted peking duck, wasabi prawn, and diced Kagoshima wagyu beef are must tries.",none,0.0
1580,678690416,Thanks for the wonderful dining experience Yvonne and Allan.,none,1.0
1581,678690416,We'll surely be back!,none,1.0
1582,678662949,This Hotel not only feels very grand,none,1.0
1584,678662949,the location is the best for restaurants and getting a real feel of Singapore.,food,1.0
1585,678662949,The hotel is very child friendly with services like baby sitting and an ice-cream stand and the pool has the back drop of the river which was enjoyed by many.,service,1.0
1586,678584015,The staff totally spoiled us.,service,0.0
1587,678584015,It’s in a 1928 restored former main post office building.,none,1.0
1588,678584015,The suite was spacious and the view looking towards the Bay Sands Marina area was indescribable!,room,0.0
1589,678584015,Enjoyed the executive lounge every evening.,none,1.0
1590,678584015,This is where we will stay again,none,0.0
1591,678559711,Lighthouse a worthwhile place in the heart of SG!,none,1.0
1592,678559711,"cool and friendly staff in the person of Raffy, Julius, Ian & Rey!",service,1.0
1593,678559711,They entertained us very well and made our night worthy to be cherished!,none,1.0
1594,678559711,kudos to the team!,none,1.0
1595,678559711,i’l wil highly recommend the place to my friends coming to SG!,none,1.0
1596,678538426,We had a wonderful de luxe dining experience at Jade restaurant.,food,1.0
1597,678538426,Perfect place to spend special celebrations!,none,1.0
1598,678538426,"Food was great, and service was efficient.",service,1.0
1601,678538426,Thank you very much!,none,1.0
1602,678538426,We are definitely coming back.,none,1.0
1603,678534239,Nice restaurant ambience.,food,1.0
1604,678534239,  The lobster with noodle was superb...,none,0.0
1605,678534239,Very fresh lobster and tasty noodles..,none,1.0
1607,678534239,The vegetable with shrimp is very tasty.,none,0.0
1608,678534239,  We were given a nice cake for the anniversary.,none,1.0
1610,678534239,Thanks to Yvonne from Jade for serving us,none,1.0
1611,678479011,Absolutely blown away by the quality and variety of both the food and the drinks (TWG premium selections plus coffee) here.,food,0.0
1613,678479011,Liked the chicken tartlets in particular.,none,1.0
1615,678479011,Will definitely come back again!!!,none,1.0
1616,678472283,It is a wonderful afternoon tea with wife and daughter.,food,1.0
1617,678472283,Our servers Lalikumar and Camilla are attentive and accomdating making the time relaxing and enjoyable.,none,1.0
1618,678472283,Strongly recommended for both couples and families,none,1.0
1619,678462192,My family and I came to the Fullerton Hotel for afternoon tea.,food,0.0
1620,678462192,The food was amazing and the live music was very elegant.,food,1.0
1621,678462192,Lalikumar was an excellent waiter and he gave us his undivided attention.,none,1.0
1622,678462192,He was very nice and made sure that we enjoyed our meal.,none,1.0
1623,678462192,The experience was unforgettable and we will definitely come back again.,none,1.0
1624,678442469,Fullerton has a warmth that is not always easy to find elsewhere.,none,1.0
1625,678442469,Good place for lunch when I want to feel at home for an hour outside my home city.,none,1.0
1626,678442469,The service is attentive.,service,0.0
1627,678442469,Will come back.,none,0.0
1628,678442469,"Thanks Yvonne, Yan Shuo and crews",none,1.0
1629,678304987,"Iconic hotel with friendly, efficient & well trained staff, classy and luxurious amenities,  excellently located for business as well as a leisure trip.",service,1.0
1630,678304987,Must try their rejuvenating and heavenly Asian Heritage and Complete Wellness spa treatments after a tiring day.,none,1.0
1631,678304987,The chefs are flexible and can prepare a vegetarian dish of your choice at a short notice.,food,1.0
1632,678304987,The Taste the Future vegan meal in Jade restaurant is very innovative and gratifying and the breakfast spread is one of the best in the world.,food,1.0
1633,678304987,"The Straits club on 4th floor is so hospitable and relaxing, you will not feel like going out of the hotel at all.",none,1.0
1634,678205363,We visited 'The Courtyard' at Fullerton  hotel for chocolate buffet yesterday and had such an awesome experience from start to finish.,food,1.0
1635,678205363,"Love the buffet spread, i am big chocolate fan so it was a treat to my eyes.",food,1.0
1636,678205363,"I would like to really appreciate the warmth hospitality by Josephine and Camila, they did a stupendous job and made our evening beautiful.",none,1.0
1637,678205363,"Will be back again for this, totally loved it.",none,1.0
1638,678028521,"The service crew, in particular jia hui, wei Lun, Celine and Steve provided good and attentive service.",service,1.0
1639,678028521,They also served a delicious slice of  birthday cake for my boyfriend’s birthday celebration!,none,1.0
1640,678028521,Loved the ice kacang of the buffet - a must have if you visit.,food,1.0
1641,677829354,"In the humid heat and bustle of Singapore this hotel is a haven of peace, comfort and unobtrusive top quality, personal service.",service,1.0
1642,677829354,"The concierge staff are exceptional, whether it's an enquiry for an obscure shopping location, or assistance with airport damaged luggage.",service,-1.0
1644,677829354,"Eating here is a joy, both at the extensive and fresh breakfast buffet and the elegant Chinese food in Jade.",food,1.0
1645,677829354,"Marina view rooms offer the perspective of heritage buildings framed by modern skyscrapers,  and some passing river life for added interest.",room,1.0
1647,677743188,"Shoutout to Oleksandria, Khalid and Tan for putting the Cherry on top of a lovely dining experience with amazing food and great service.",service,1.0
1648,677743188,"The set lunch is great value for money, and I especially enjoyed the Tenderlion Tartare.",none,1.0
1649,677577924,It’s our first time patronising Town Restaurant at The Fullerton Hotel and we were warmly welcomed!,food,1.0
1650,677577924,Wide variety of food selections and wonderful service by the team.,food,1.0
1651,677577924,"Thank you for the amazing and amiable hospitality from Steve, Chloe, Jeyath and Celine!",none,1.0
1652,677577924,"After hearing that it was my parent’s anniversary, they even prepared a cake!",none,1.0
1653,677577924,We really appreciate it!,none,1.0
1654,677577924,Thank you! :-),none,1.0
1655,677576352,"Very impressed with the excellent service from Chloe, Jeyanthi, Celine & Steve!",service,1.0
1656,677576352,They were very helpful and took our photos and sang her a birthday song.,service,1.0
1657,677576352,Will definitely recommend my friends here and we'll be back again. 👍,none,1.0
1664,677400731,First time visiting the Town Restaurant @,food,0.0
1665,677400731,The Fullerton Hotel tonight.,none,0.0
1666,677400731,"Super food, service and atmosphere.",food,1.0
1667,677400731,Thanks to Steve and his team including Lucia & WeiNi for taking care of us.,food,1.0
1668,677400731,Will be back when I am next in town...,none,0.0
1669,677387004,"Останавливались в отеле на вечер, при долгом трансфере.",none,0.0
1670,677387004,При подтезде к отелю встретили ни как.,none,0.0
1671,677387004,Какой то бардак и никто не проводил и не поприветсвовал.,none,0.0
1672,677387004,На Ресепшене всё быстро и ок.,none,0.0
1673,677387004,"Номер с видом на канал, в натяжку в окно выглянув головой в него может и можно увидеть канал))",none,0.0
1674,677387004,БАссейс маленький и как-то всё глазновато.,none,0.0
1675,677387004,"Поехали на roof bar, - сервис и чистота столов плохо, коктели взяли Singapour Sling - ну прям ужас.",food,0.0
1676,677387004,"Вообщем сам отель хороший, но толи нам на работников не повезло и мы попали в струю некомпетентности и не заинтересоанности в гостях, толи так звёзды сошлись)   P.s.",none,0.0
1677,677387004,"В прошлый раз были в Марина Бэй,  по нам лучше, советуем его к выбору.",none,0.0
1678,677387004,"Там и бассейн, и номера и рестораны, всё прям понравилось)",none,0.0
1679,677307215,The Fullerton Hotel is my no 1 choice in Singapore for business trips.,none,-1.0
1680,677307215,It is very well located & a beautiful old grand building steep in history.,none,1.0
1681,677307215, Rooms are a great size.,room,1.0
1682,677307215,Staff are friendly & helpful.,service,1.0
1683,677307215,The pool is great  ,pool,1.0
1684,677307215,"My stay included breakfast, it had so many choices.",food,0.0
1685,677293946,"Spacious sitting, delectable food, great ambience with the melody of the harp playing in the background.",food,1.0
1686,677293946,We were served by Staff Camilla and Lakikumar.,service,0.0
1687,677293946,They were very professional and friendly towards the guests! 5 stars!,service,1.0
1688,677265254,Stayed four nights and loved every minute.,none,1.0
1689,677265254,Situated beside river.,none,0.0
1690,677265254,Facilities are A1.,none,0.0
1691,677265254,Loved the elegant decor and rooms.,room,1.0
1692,677265254,Bathrooms large with baths and seperate showers.,room,0.0
1693,677265254,Toilets heated with personalising options.,none,0.0
1694,677265254,Robes/ scuffs/ iron/coffee machine/ good quality toiletries etc.,none,1.0
1695,677265254,Option of fresh sheets and towels daily.,none,1.0
1696,677265254,Huge list of different pillows.,none,1.0
1697,677265254,Turn down service in evening.,service,0.0
1699,677265254,Free hotel mobile phone for local and international calls.,none,1.0
1700,677265254,Great pool area.,pool,1.0
1701,677265254,Good dining options.,none,1.0
1702,677265254,Underground tunnel and travelator over to Marina Bay and Fullerton on the Bay.,other,0.0
1703,677265254,"The icing on the cake were the amazing staff from the cleaners, pool assistant, housemaids, wait staff, reception/ greeting staff, managers etc This is an exceptionally well run hotel.",service,1.0
1704,677265254,"Thank you for a lovely stay, we",none,1.0
1706,677112322,We have just returned from visiting this historic hotel.,none,0.0
1708,677112322,What an experience.,none,0.0
1710,677112322,We stayed in one of the rooms facing the Marina Bay and can fully recommend this.  ,room,1.0
1711,677112322,"The room was recently refurbished, with beautiful decor and an incredibly comfortable bed.  ",room,1.0
1712,677112322,The views are spectacular and the service superb.,service,1.0
1714,677112322,The restaurant has an amazing selection of food and brilliantly prepared.,food,1.0
1716,677112322,"The staff are so helpful and friendly, you feel like you have known them forever.",service,1.0
1718,677112322,Smiles everywhere you look.,none,1.0
1719,677112322,"Thank you Fullerton, we will visit again",none,1.0
1720,676966311,Had a birthday staycation at Fullerton and was amazed not just by the hotel infrastructure and facilities but,none,1.0
1721,676966311,also by the wonderful and high standard service provided by the warm and friendly staff before the stay all the way up till check out.,service,1.0
1722,676966311,Location is perfect for visitors to get around various tourists spot in Singapore.,none,1.0
1723,676966311,The stay experience was well beyond expectations made special by the professional service from hotel staff.,service,1.0
1724,676966311,  Special shout out to Sue from the Guest Recognition team for helping to coordinate a surprise birthday celebration!,service,1.0
1725,676765632,We enjoyed our anniversary trip at this gorgeous hotel.,none,1.0
1726,676765632,It is in a fabulous location that is central to many bars and restaurants.,food,1.0
1727,676765632,The history of the hotel is very interesting while all the rooms are very well maintained.,room,1.0
1728,676765632,A very high point was the club room in particular S. Placidus who not only welcomed everyone by name but,room,-1.0
1729,676765632,was also so happy to help with any questions we had.,service,1.0
1730,676765632,Thanks for an enjoyable stay,none,1.0
1732,676742817,Love the service and food quality.,food,1.0
1733,676742817,Relaxing atmosphere :) awesome for high tea or just a simple relaxing time.,food,1.0
1734,676742817,For hanging out with friends or simply just being alone.,none,1.0
1735,676742817,The service stuff is friendly and highly engaged,service,1.0
1736,676734664,Surprise birthday treat from the Missy!,none,1.0
1737,676734664,"Totally enjoyed the company, ambience, food and the service provided by Lalikumar and Camilia.",food,1.0
1738,676734664,"Will definitely recommend this to my friends, and we will be back again for sure!",none,1.0
1739,676704389,Hotel staff are very polite and helpful.,service,1.0
1740,676704389,Rooms are very clean and tidy.,room,1.0
1741,676704389,The lobby has a distinct smell which I personally do not appreciate.,other,-1.0
1742,676704389,Pool looks great.,pool,1.0
1744,676704389,Parking was a bit inconvenient as it was a longer distance from the hotel.,none,-1.0
1745,676704030,"Service was lovely, staff so friendly and helpful and could not do enough.",service,1.0
1747,676704030,Room was just what I wanted - Just didn't like the instant coffee!,room,-1.0
1748,676704030,Cleaners were very efficient.,none,1.0
1749,676704030,"Breakfast area was lovely, the staff kept the same table for me and waited on me hand and foot.",service,1.0
1750,676704030,Service was the same at lunch and dinner.,service,0.0
1751,676697997,Came with a group of friends for the indian curry buffet.,food,1.0
1752,676697997,"Spread was decent, with a good variety of curry.",food,1.0
1753,676697997,"Special mention to Camilla, Lalikumar and Sherlyn who provided excellent service during our time there.",service,1.0
1754,676697997,Will definitely be back again!,none,1.0
1755,676682503,Stayed five nights in May 2019.,none,0.0
1756,676682503,This is a fantastic period hotel that has been superbly restored.,none,1.0
1757,676682503,The fixtures and fitting are of the finest quality and the Hotel is spotlessly clean.,none,1.0
1758,676682503,The location is fantastic with a five minute walk to riverside dining and historic sites.,other,1.0
1760,676682503,The staff are impeccable in their service and genuine in their dealings with guests.,service,0.0
1761,676682503,"Some lovely touches, including personalized notes left by the room service staff after they noticed my wife enjoyed the camomile tea.",service,1.0
1762,676682503,"Special mention to the pool attendant, Sall, who treated us like royalty.",pool,1.0
1763,676682503,There are many Hotels that claim to be five star.,none,0.0
1764,676682503,This one truly is.,none,1.0
1765,676682503,Will definitely return.,none,1.0
1766,676521007,Highly recommended place to stay over as we did on our way to Koh Samui.,none,1.0
1767,676521007,Great hotel in superb location.,none,1.0
1768,676521007,Lots of places to walk to from here.,none,0.0
1769,676521007,"Excellent room, not huge but",room,1.0
1771,676521007,We upgraded to a balcony room which is well worth doing,room,1.0
1772,676483054,"Had a great experience at the courtyard in Fullerton hotel due to the impeccable service of Mr lalikumar, the manager.",service,1.0
1773,676483054,"He was very accomodating, attentive and provided a very memorable experience during my high tea session and even made the service very personalized.",service,0.0
1774,676483054,Will definitely be back.,none,1.0
1775,676483054,The high tea was limited but,food,-1.0
1776,676483054,of good quality and taste.,none,1.0
1777,676463930,"I would like to commend the brilliant service of a staff name of Yvonne, it started off by her noticing me buying a gift for my girlfriend and asking if it was her birthday or anniversary.",service,1.0
1779,676463930,I told her it wasn’t a birthday but,none,0.0
1780,676463930,just our regular monthly anniversary.,none,0.0
1781,676463930,She then proceeded to speak to Chef Leong to make us the most beautifully crafted desert I’ve ever seen and then even took photos for us with a camera to commemorate this special event and gave us photos to keep.,none,1.0
1782,676463930,"Yvonne, thank you once again for your kindness and warmth to every guest you meet.",none,1.0
1783,676463930,We are glad to have been at jade restaurant with Yvonne making it a perfect one.,food,1.0
1784,676337806,My wife and I had a dinner reservation elsewhere but,food,0.0
1785,676337806,changed last minute to the Lighthouse.,none,0.0
1786,676337806,The manager could not have been more accommodating and made a special night even more special.,none,1.0
1787,676337806,"Would highly recommend, amazing view and great service.",service,1.0
1788,676278706,I would like to recommend you this afternoon tea.,food,1.0
1789,676278706,We do have a great afternoon teatime in the Fullerton Hotel Singapore.,none,1.0
1790,676278706,"Nice place, friendly people, and also good food.",food,1.0
1791,676278706,I’ll come again with my family again.,none,0.0
1793,676276637, Staff Lalikumar provides superb personal sevice.,service,1.0
1794,676276637,Seats us down and surprised us with a rainbow when he heard its our anniversary.,none,1.0
1796,676276637,We had our family photo taken and printed and given to us as souvenir!  ,none,0.0
1797,676276637,Food is great.,food,1.0
1798,676101551,"Excellent service from Penny, Mardan and team from jade at Fullerton and the food are great.",food,1.0
1799,676101551,"  Alan, the manager is also very engaging with the explanation of each dishes.  ",none,1.0
1800,676101551,The crab dish is quite unique.,none,0.0
1801,676101551,  Will be back again.,none,0.0
1802,676062323,"Excellent service by Mr. Lalikuma, food and ambience.",food,1.0
1804,676062323,"Range of teas, coffee and food is good and lovely harp music accompaniment added to the overall experience.",food,1.0
1805,676062323,Good time for couples to unwind and relax!,none,1.0
1806,676044810,"we experienced enjoyable time in the hotel, all hotel staff are very accommodating with us especially, the person of giving happy memories was SUE, she was a very kindly hotel staff she was trying to give us deep satisfaction.",service,1.0
1807,676044810,so we were in the happy time.,none,1.0
1808,675923055,I had a fantastic high tea buffet as the execellent service provided by Miss Josephine Ang was commendable.,food,1.0
1810,675923055,She was very attentive and offered good selection of canapes for us to consume.,food,1.0
1812,675923055,A true approachable and hospitable friendly staff is a winning point for the company.,service,1.0
1813,675923055, Keep up the excellent work.,none,1.0
1814,675912544,Um doa top 10 que já visitei.,none,-1.0
1815,675912544,"Luxuoso em todos os detalhes, com destaque para o banheiro, cuja privada só falta conversar com o hospede.",none,0.0
1816,675912544,"Aquecida, com opções de uso, enfim, uma experiência!",none,0.0
1818,675912544,"Amenidades de primeira linha, com serviço de jornal e cortesias impecáveis!",none,0.0
1819,675912544,"O café da manhã é uma experiência a parte e deve ser experimentado com tempo e disposição, pois servem comida étnica!",none,0.0
1820,675912544,"O espaço da piscina é pequeno, se for usar, vá cedo.",none,0.0
1821,675912544,A vista é lindíssima!,none,0.0
1822,675912544,"O spa também merece uma visita, e de cortesia eles dão um cupom de desconto na massagem!",none,0.0
1824,675912544,Vale o investimento.,none,0.0
1825,675912544,"Localização perfeita, dá pra ir andando pela marina onde ficam os bares e restaurantes da beira do rio.",food,0.0
1826,675912544,"Um detalhe sensacional: dentro do hotel existe uma maquina que Você insere dólar ou euro, e recebe na",none,0.0
1827,675894710,"Ótima localização de frente a Marina Bay, com vista privilegiada da cidade.",other,0.0
1828,675894710,"Excelente acomodação, com quarto amplo, banheiro espaçoso e completo.",none,0.0
1829,675894710,"Cafe´da manhã com diversas opções, com muito bom atendimento.",none,0.0
1830,675894710,"A academia é acanhada, mas possui equipamentos suficientes.",none,0.0
1831,675894710,Piscina com vista para o rio.,none,0.0
1832,675821021,Beautiful decor and soothing ambience.,none,1.0
1833,675821021,Ordered the duck and dim sum dish and their signature almond ice.,none,0.0
1834,675821021,Lunch ay Jade never disappoint.,none,1.0
1835,675821021, Excellent service by Penny and team and great Chinese food.,service,1.0
1836,675821021,Standard has been consistent and one of my favourite lunch venue.,none,0.0
1837,675800038,Stayed here for five days with my mother.,none,0.0
1838,675800038,The courtyard room was spacious.,room,0.0
1839,675800038,Next time will try other rooms because I would like to see the beautiful scene of the Singapore river in my room.,room,1.0
1840,675800038,Tried the Town and the Jade Restaurant.,food,0.0
1841,675800038,Both were fine.,none,1.0
1842,675702169,I was recommended by a friend to try out the Town restaurant at Fullerton Hotel Singapore during my trip to Singapore.,food,1.0
1843,675702169,I am glad I took up the suggestion!,none,1.0
1844,675702169,The food taste good,food,1.0
1845,675702169,and the river view is just fascinating.,room,1.0
1846,675702169,"On top of it, my experience there was just amazing as Steve always there to look after us.",none,1.0
1847,675702169,"Glad that Fullerton Hotel Singapore found such a passionate staff, he is such a gem!",service,1.0
1848,675702169,Definitely will be back again!,none,1.0
1849,675679574,My husband (Matthew) & I just had our wedding celebration at The Ballroom over the weekend (19/05/19) and we’re super pleased with the service provided by our wedding coordinator and the banquet team; from the very first day when we signed the contract till now that the wedding is finally over..  ,service,1.0
1850,675679574,"Special mention to Violette Ng; our wedding coordinator, for the exceptional service provided.",service,1.0
1851,675679574,Not once did Violette reject our requests and she’s always so prompt and patient in her replies whenever we email her with queries.,none,-1.0
1852,675679574,"Even when she was away on maternity leave, she was still readily available, replying to emails promptly and ensuring that we’re left in good hands while she was away.",none,1.0
1853,675679574,  Violette’s service was very personalised and the professionalism displayed by her exceeds way,service,0.0
1854,675657467,Just finished a wonderful meal in Jade (Fullerton).,none,1.0
1856,675657467,The food was fantastic and of high quality.,food,1.0
1857,675657467,Enjoyed the lobster noodles which is unique.,none,1.0
1859,675657467,Kudos to attentive staff like Penny and Yvonne who made my visit to celebrate a birthday a most memorable one!!,service,1.0
1860,675624013,Great ambiance with free flow of well selected bite size food.,food,1.0
1861,675624013,Family and friends enjoyed the food here very much.,food,1.0
1862,675624013,Lalikumar who was the staff here was so friendly and provided good service to our table of 13 pax.,service,1.0
1863,675624013,Will definitely be back again.,none,1.0
1864,675536411,Comfortable atmosphere with soothing harp music.,none,1.0
1865,675536411,Good menu consists of savoury & sweet delights.,food,1.0
1866,675536411,Premium selections of tea & coffee.,food,0.0
1867,675536411,Excellent service- Mr Lalikumar & his team.,service,1.0
1868,675536411,Keep it up!  ,none,0.0
1869,675536411,Definitely will come back again!,none,1.0
1870,675465604,The afternoon tea set was amazing and the amount of food was abundant.,food,1.0
1872,675465604,"Our waiter, Mr. Lalikumar, was super professional and hospitable, he made us feel very welcomed.",none,1.0
1873,675465604,We highly recommend this to anyone and would definitely come back again.,none,1.0
1874,675449245,Many years back the Post Office was transformed and changed to what is the Fullerton Today.,none,0.0
1875,675449245,Some rooms look inside but,room,0.0
1878,675449245,"Every details have been thought, the service is perfect, wireless very efficient, huge bathroom with great amenities, separate toilets, shower and bath, HandyPhone available, huge TV, Karman wireless sound system.",service,1.0
1880,675449245,In a nutshell a very stylish and distinguished hotel with impeccable service.,service,0.0
1881,675449245,Superb restaurants with a rooftop bar on top of the building.,food,1.0
1882,675449245,Short walk to Boat Key and Lau Pa Sat.,none,0.0
1883,675449245,I shall return!,none,0.0
1885,675449245,My only small comments are: The breakfast is okay(ish) and could be better and it would be nice to have a mouse pad in the room.,room,1.0
1886,675449245,One attention to details: I left my mobile phone charger in the room.,room,0.0
1887,675449245,At the end of the day,none,0.0
1888,675449245,when I returned,none,0.0
1889,675444487,"Good Food and Excellent service from Penny , Mee Wan and Yan Shuo.",food,1.0
1890,675444487,Keep it up.,none,0.0
1892,675444487,And We really enjoyed the Blue Lobster from France cooked with spring onion and ginger.,none,1.0
1893,675444487,It’s a very good recommendation!  ,none,1.0
1895,675380254,The service was exceptional.,service,0.0
1896,675380254,Alexandria and Jay were fantastic.,none,1.0
1897,675380254,And Jay recommended the grilled vegetables which were very delicious.,none,1.0
1898,675380254,And the table with the view was wonderful!😂🎂😎we will be back to celebrate another birthday,room,1.0
1899,675341961,"Had the opportunity recently to take a short break in Singapore and stayed at the Fullerton, which we have done before.",none,1.0
1901,675341961,"We stay here because the service is always excellent, the rooms are pristine, everything works, the restaurants/bars are brilliant and the overall feel of the place just makes you feel great.",food,1.0
1903,675341961,"We had a Esplanade Room, which was very comfortable and spacious.",room,1.0
1905,675341961,The breakfast each day at the Town Restaurant was a great way to start the day plus there was so much choice - you could have something different everyday.,food,1.0
1907,675341961,"The staff are always so obliging and respectful, nothing is too much and you really do feel very special.",service,1.0
1908,675341961,Had a evening during at the Post Bar and the Rooftop Bar - a great experience.,food,1.0
1910,675341961,"The Lighthouse Restaurant was especially nice, particularly with",food,1.0
1911,675189025,"My husband and I spoiled ourselves with two beautiful nights at the Fullerton, and it didn’t disappoint!",none,1.0
1912,675189025,"The room was beautiful, the view stunning and the service impeccable!",room,1.0
1913,675189025,We also had dinner one night which was the lovely buffet.,food,1.0
1914,675189025,The hotel is handy yo all the major downtown attractions.,none,1.0
1915,675189025,It made our anniversary very special- thank you!!,none,1.0
1916,675159343,We enjoy the varieties of buffet at the town restaurant.,food,1.0
1917,675159343,the service is friendly and not over.,service,1.0
1918,675159343,Steve have a eagle eye and sense to know what we want.,none,
1919,675159343,Always there to assist and chat to us to ensure we enjoy the dinner.,food,1.0
1920,675159343,Also thanks to Jinyi and Syahiida for their attentive service too.,service,1.0
1921,675159343,Me and my husband enjoy the dinner so much.,food,1.0
1922,675159343,The team definitely make the different.,none,1.0
1923,675147950,First visit and very impressed with their warmth and level of service esp Albert Lalikumar who gave advice and recommendation of what's good choice.,service,1.0
1925,675147950,We love our first visit here to celebrate our friend's birthday.,none,1.0
1926,675147950,Harp playing as well as singing of bd song memorable!,none,1.0
1927,675143795,Had a enjoyable and excellent Afternoon Tea time to celebrate birthday in the courtyard.,food,1.0
1928,675143795,The atmosphere of the courtyard is so nice with the sound of harp.,none,1.0
1929,675143795,The quality of food is very good and probably it is the one of the best afternoon tea that I have tried.,food,1.0
1930,675143795,"  Special thanks to Lalikumar, Albert and lailanie.",none,1.0
1931,675143795,They are very attentive and deliver the good service quality to us.,service,1.0
1932,675143795,"Also, they have the wonderful birthday preparations to me and it makes me feel so touched and surprised.",none,1.0
1933,675143795,This shows that they care about the guests and treat the guests like their family.  ,none,1.0
1934,675143795,Thank you very much and I will come back again in the future!,none,1.0
1935,675141237,We really enjoyed the lunch in Jade today.,none,1.0
1936,675141237,"We had dim sum for lunch, the Yam paste with mushroom and truffle jus is yummy, Yang Chou fried rice is the best I had ever, all are excellent!  ",none,1.0
1937,675141237,"We served by Yvonne, Yuli and Merdan for today, they are friendly and very attentive.",service,1.0
1938,675141237,We will come back again.,none,0.0
1939,675127443,The food was exquisite and ambience of the restaurant was delightful.,food,1.0
1940,675127443,The char siew was delicious and pork rib was succulent and tender.,none,1.0
1941,675127443,The staff service is efficient and warm especially Yvonne.,service,1.0
1943,674974054,Excellent service by Alan!,service,1.0
1944,674974054,Had an unforgettable evening at Jade!,none,0.0
1945,674974054,"Food is really great, taste and presentation!",food,1.0
1946,674974054,The lobster noodles and coconut soup is my favourite!,none,0.0
1947,674974054,Looking forward to come back next time!,none,0.0
1948,674970938,Great experience dining here.,none,1.0
1949,674970938,Menu is Excellent.,none,1.0
1950,674970938,Friendly and professional service.,service,1.0
1951,674970938,Must visit when the light show is happening across the water.,other,0.0
1952,674970938,"Ask Oleksandra for a window seat, or check out the roof top bar!",service,1.0
1953,674943464,Our first stay at the Fullerton we normally stay elsewhere.,none,0.0
1955,674943464,"We arrived told we the valet are booked in at the Straits lounge he told us go inside to counter , we went inside walked around aimlessly no one approached us we then found  the concierge he showed us to the elevator pushed the level button and said when door opens we are at the club floor.",none,-1.0
1957,674943464,I would have thought as in other quality hotels you get shown personally to the club lounge ?,none,0.0
1958,674943464,Any way elevator opens,none,0.0
1959,674943464,"and then it was how we expected the Fullerton to be,  the check in gentleman was shocked at what happened and  apologized he was awesome .",service,1.0
1960,674943464,The staff are absolutely fantastic in the Straits lounge especially Mr S Placidus .,service,1.0
1961,674943464,The food though in the lounge not necessarily matching the hotel calibre  it was limited and,food,-1.0
1962,674912736,We had a fantastic experience the sandwiches and cakes and scones were delicious the ambiance is amazing with a lovely high bright glass roof which makes the room very light and airy.,room,1.0
1963,674912736,Most of all the attentive staff Lalikumar Albert and Esther who could nt do enough for us.,service,0.0
1964,674912736,The value for money is incredible with a returning buffet allowing you to eat and drink as much as you possibly can.,food,1.0
1965,674912736,Well worth a visit.,none,1.0
