,sent_text,sentiment,sentiment_pred_vader
2903,We arrived with lost luggage (lost in Rome) and the Concierge staff put that as a priority to assist tracking down our luggage and get it to the Hotel.,1.0,-1.0
2908,Breakfast is a feast unto itself.,1.0,0.0
2932,The room view is incredible.,1.0,0.0
2941,"Incredible location, building and activities available.",1.0,0.0
2944,Staff was attentive and willingly accommodating.,1.0,0.0
2980,We will soon stay here in our next visit.,1.0,0.0
2985,"If you go at ngiht, there is a light show in the bay that was spectacular.",1.0,0.0
2989,"It is very fancy, with all the amenities you could think of.",1.0,0.0
2998,There's a free mini cone ice-cream while our check-in.,0.0,1.0
3012,Overall is good but just wait too long upon check in time.,-1.0,1.0
3016,"The breakfast as always, a very large spread, everyone prefers the main restaurant, hence bit of queuing though.",1.0,0.0
3021,The service was personalized.,1.0,0.0
3038,They even make a new towel animal everyday for you!,1.0,0.0
3069,"MBS is a huge complex, above and below the surface, an architectural icon that could easily fail as a hotel by becoming impersonal, but quite the opposite is the case.",1.0,-1.0
3097,The menu is pricey but you are paying for that spectacular view.,1.0,0.0
3111,Best time to visit the pool is in the,0.0,1.0
3122,They offer bigger-than-normal-canapÃ© portion compared to other hotels with wide selection of,1.0,0.0
3125,"The suite, the staff, the service were full 5 star!",1.0,0.0
3130,Singapore trip without visiting Marina is waste.,1.0,-1.0
3131,Electrifying atmosphere of infinity pool is lifetime experience.,1.0,0.0
3132,JUST VISIT TO BELEIVE.,1.0,0.0
3138,"In any case, the staff was very accomodating.",1.0,0.0
3144,Itâ€™s something to behold.,1.0,0.0
3150,A must if in Singapore!,1.0,0.0
3152,All that does not matter match when you are in the hotel.,0.0,-1.0
3155,CON:  Rooms are small and not particularly luxurious by Singapore standards.,-1.0,0.0
3156,There are so many nicer hotels in Singapore.,0.0,1.0
3157,The roof deck and swimming pool are a zoo.,-1.0,0.0
3158,There are tons of people all the time and it feels like you are swimming in someone else's bathwater.,-1.0,1.0
3162,Paid the price of a luxury hotel ($650/night !) while it is definitely not a luxury hotel.,-1.0,1.0
3167,The armchairs in our room and at Club 55 could be replaced (very old and especially uncomfortable).,-1.0,0.0
3171,Try to reach there by 2045 HRS and grab a seat.,0.0,1.0
3177,It's not exactly good value for money,0.0,-1.0
3179,I have to be honest: this is not a luxury property though price per night might make you think it is.,0.0,1.0
3180,"So, I you expect the best service and a good value for your money, go to the Four Seasons or the St Regis.",0.0,1.0
3181,This is a very expensive hotel and it's not exclusive at all.,0.0,-1.0
3182,"Maybe social media seduced you (yeah, that's how I fell for it) and you wanna try it, which is ok, but take this into consideration before booking and spending your money.",0.0,-1.0
3185,"Though it's always full of people everywhere, check in and check out went really fast for me.",1.0,0.0
3189,"Too crowded, feels more like a shopping centre or an airport rather than a hotel.",-1.0,1.0
3190,They should restrict most of the areas to guests only.,0.0,-1.0
3192,"Too many restrictions, even for guests (can't use pool after check-out)",-1.0,0.0
3198,It might be a bit pricey but is worth every penny.,0.0,1.0
3206,Everything was a jaw dropping eye opener.,1.0,0.0
3209,As per the title of my review OMG!,1.0,0.0
3213,"We stayed here at the Marina Suites on October of 2013, travelling with family and friends came to visit!",0.0,1.0
3235,Must stay hotel if you are visiting Singapore.,1.0,0.0
3236,"Arrived to the hotel early, at around 9:00, but was lucky to receive the keys anyways.",0.0,1.0
3240,"However, you have to be careful about accidentally using it taking something that costs money.",0.0,-1.0
3241,"When ordering food, be aware that things like ketchup costs extra money.",0.0,1.0
3266,Itâ€™s like a city within a city.,0.0,1.0
3268,"Rude people, ignorant people, some courteous people, and a few smiles from staff.",-1.0,1.0
3269,The rooms are OK.,0.0,1.0
3273,Constantly drops out.,-1.0,0.0
3276,they want from S$140 up......,0.0,1.0
3279,and then they want your passport to pick up the card!!!,0.0,1.0
3281,"Being an F1 fan and seeing this place during the race coverage, it was added to my bucket list of places to visit and to have a plunge in the infinity pool.",0.0,1.0
3284,"The hotel is large, consisting of three towers with over 40 floors in each, so the number of guests is very high.",0.0,1.0
3285,"Most of the facilities have been designed for these numbers, so things worked mostly OK.",0.0,1.0
3287,"For those things one could pay that money (once), but for other (or longer) stays there are better luxury options in Singapore, and for (far?) less money.",-1.0,1.0
3288,"Rooms higher up are more expensive, and rooms lower are less expensive.",0.0,-1.0
3294,Our Group of 7 paid a visit to the bar at the top of Marina Bay Sands.,0.0,1.0
3295,The view is undoubtedly spectacular!,1.0,0.0
3300,Iâ€™m not sure the view is that much better?!,0.0,-1.0
3304,"Its got great view and big space, view is amazing however, they restrict your entry for infinity pool for not more than what amount of access cards you hold.",0.0,1.0
3305,With it being this expensive to live here and limitation to accessibility.,0.0,-1.0
3308,"The rooms were nice a big however our bags were delivered to the room late, someone came in the room to check if the mini bar was stocked instead of doing this prior to our arrival and there were a few finishing issues particularly with the hotel guest internet service not working and the air con controls in the room not responding...not to mention the check in being inefficient.",-1.0,1.0
3310,"but it is a long way off for being classed as an elite hotel of the world, especially for the money you pay...worth it for the swimming pool....",-1.0,0.0
3318,We even got a complimentary upgrade to a bigger room and a nice chocolate cake served in our room since we had an anniversary.,0.0,1.0
3326,When you are going to the infinity pool make sure to catch sunrise and sunset (wait for the buildings to open their lights up).,0.0,1.0
3327,The pool gets crowded at peak hours like 5-8pm,0.0,1.0
3329,Free towels are provided and you can bring it back to your rooms.,0.0,1.0
3330,Thereâ€™s a free observation deck visit on your stay so make sure to use them.,0.0,1.0
3331,Thereâ€™s a pamphlet that they will give during the check in explore everything on it for free.,0.0,1.0
3334,A deposit fee of S$200 is required upon check in on top if,0.0,1.0
3338,The hotel itself is a destination!,1.0,0.0
3339,The breath taking view of the Singapore skyline from the infinity pool is unparalleled.,1.0,0.0
3344,The entire stay was unforgettable and staying in MBS is something Iâ€™m looking forward to again when I visit SG.,1.0,0.0
3348,We were able to upgrade the room and had a killer view of the city and the bay!,1.0,-1.0
3351,"Itâ€™s close to everything, thereâ€™s an MRT station right below you, and a food court if you donâ€™t want to pay top notch prices.",0.0,1.0
3353,There are 3 which is awesome but I wish there were more selections.,-1.0,1.0
3354,"The international buffet was not what I was expecting, I was let down.",-1.0,0.0
3355,I was expecting more selections like breakfast sandwiches (maybe Iâ€™m just homesick and looking for American breakfast foods).,0.0,1.0
3357,I would return!,1.0,0.0
3359,This is a huge iconic property in Singapore.,0.0,1.0
3373,"For me, MBS is the pinnacle of any stay in Singapore.",1.0,0.0
3385,Would recommend sharing a continental or full english if you're not a big eater.,0.0,1.0
3386,Plenty of food to share,0.0,1.0
3388,Rooms are very spacious even if (in my opinion) not aligned with a real 5 stars hotel.,1.0,0.0
3390,It's useful to say that you pay only for the rooftop pool: this is only the reason why you should book only 1 night here in your lifetime.,0.0,1.0
3391,"I've tried all the restaurants and i can say that they are all fine, but nothing extreme excellent.",0.0,-1.0
