,rev_id,sent_text,category,sentiment
3834,662218577,"Amazing views from my hotel room at Marina Bay,and the roof top with an Infinity pool was superb, And the selection of foods were sumptuous, delicious at one of the restaurant at the lobby ,Definitely I will comeback for another visit with family and friends !",food,1
3835,662140670,Stayed there for one night only.,,0
3836,662140670,"As many people, we wanted to try the pool.",,0
3837,662140670,For sure we were not deceived with the view but the pool water was very cold to swim in.,pool,-1
3838,662140670,The room is nice and big.,room,1
3839,662140670,Took a very long time for the checkin and the kids were so bored of the waiting.,service,-1
3840,661943726,I have stayed many times at MBS and I never ceased to be amazed at the level of service and professionalism shown by the staff here.,service,1
3841,661943726,When staying at MBS you must stay in a club room or higher to completely experience the qualities of the hotel and especially Club 55.,,0
3843,661943726,The staff there are amazing.,service,1
3845,661943726,When my wife and I walked in the staff greeted us by name (and we hadn't been there for 9 months) asked how our children were etc.,service,1
3846,661943726,Made you feel special.,service,1
3848,661943726,The food at club 55 for breakfast is a mix of Asian and American and of the best quality.,food,1
3850,661943726,The afternoon tea is excellent and then there is the canapés from 5 to 7.,food,1
3852,661943726,Great food and excellent French Champagne and spirits.,food,1
3854,661943726,I can not recommend this hotel and Club 55 highly enough.,food,1
3856,661943726,This is the only hotel I stay at in Singapore and I,,0
3857,661914965,Let’s be straight - the price you have to pay to stay at MBS is more than you will pay at most hotels and will certainly be in my lifetime.,,1
3858,661914965,However MBS is worth every penny!!,,1
3859,661914965,"From the movement you arrive, the service is second to none, the hotel is thriving with activity and offers options to suit all tastes.",service,1
3861,661914965,We decided to pay for an Club room which made our stay even more enjoyable.,room,1
3862,661914965,The Club55 lounge is fantastic and really makes the money you spend worthwhile.,food,1
3863,661914965,We can’t remember any of the staff names however everyone was always welcoming and happy to help.,service,1
3864,661914965,"The facilities at the hotel are world class, we took a trip to the casino which was seemless to enter and was a hive of activity inside.  ",others,1
3865,661914965,It’s easy to get a taxi outside the hotel with the taxi stop having numerous cars,others,1
3866,661874402,We have had an amazing stay at the Marina Bay Sands Hotel.,,1
3867,661874402,From the minute we arrived to the minute we left we were treated as valued guests - and not a room number as I had thought possible before I arrived - as the Hotel and complex is so BIG!,service,1
3868,661874402,"I could fault nothing - the staff were amazing, our room spotless and the view incredible, the Hotel is just Wow!",room,1
3869,661874402,We were staying over Chinese New Year and so were lucky enough to see all the festivities in Singapore.,,1
3870,661874402,We can't wait to return -  this is really the place to be!,,0
3871,661874402,Thank you - We  have returned with such wonderful memories!,,1
3872,661874402,"Tina, Paul and Jade",,0
3873,661781029,Its a good place to be and the view is awesome.,,1
3874,661781029,The photograph taken is quiet expensive.,,0
3875,661781029,WOrth spending time there for an hour.,,1
3876,661781029,We spent approximately an hour it was a good experience to be there.,,1
3877,661781029,Its worth going there once.,,1
3878,661771427,My family of 4 had booked 2 deluxe rooms for our little staycation in Singapore.,room,0
3880,661771427,"Upon check-in, when the woman realized we were a family of 4, she casually mentioned how she upgraded us to a suite with 2 bedrooms (without me asking).",service,1
3882,661771427,I thanked her and proceeded to our room.,room,1
3884,661771427,Wow!,,1
3886,661771427,"For the price of 2 deluxe rooms, we ended up with a Straits Suite on the 54th floor!  ",room,0
3887,661771427,"No idea what we did as a family to deserve this, but we may never experience this level of luxury again.  ",,1
3888,661771427,"Baby grand piano, karaoke room, the list goes on and on.",room,1
3890,661771427,"Over 5 times bigger in area than those 2 original rooms combined, and an even bigger upgrade in terms of room rate.",room,1
3892,661771427,"Thanks, MBS!",,1
3894,661771427,"As for everything else you'd expect in a major luxury hotel, MBS has it!",,0
3896,661771427,Will not disappoint!,,1
3897,661760459,Marina Bay Sands is a splurge that does not disappoint!,,1
3898,661760459,Singapore is on display and it’s eye popping!,,0
3899,661760459,Go to Sweet Spot for your coffee and pastry!,food,1
3900,661760459,"Do not miss the gardens, its light and sound show and cocktails up top!",others,1
3901,661760459,Looking forward to a family celebration at Spago’s tonight!,food,0
3902,661728471,I was in Singapore on business and had the luxury of staying at the Marina Bay Sands.,,0
3903,661728471,"From arrival to departure, this property laid out the Red Carpet.",,0
3904,661728471,The entire staff were all overly eager to make my stay a memorable experience.,service,1
3905,661728471,I wasn’t disappointed.,,0
3906,661728471,"From Housekeeping, FD, Concierge, Security and outlets, they all make this property a destination of luxury.",service,1
3907,661728471,I will be back next year as I believe,,0
3908,661728471,this location will be a yearly business destination.,,0
3909,661728471,Well done!,,1
3910,661702921,We splurged on a suite and it exceeded my expectations.,,1
3912,661702921,We arrived around 11:00 a.m. having disembarked early from our cruise.,,0
3914,661702921,The concierge's desk directed us to an office behind the main registration desk of Tower 1.,service,0
3915,661702921,"  We met with a VIP representative who offered us refreshments, had our luggage stored and told us they would contact us via e-mail when our room was ready.",service,1
3917,661702921,"A little after noon we were in our corner 17th floor suite, which had a garden main view and a partial city view from the bathroom.",room,0
3919,661702921,"The suite was enormous, with an equally large bathroom.",room,1
3921,661702921,"One of the benefits of booking a suite was Club 55, which provided breakfast, afternoon high tea at 2:00 and happy hour from 5-7.  ",food,1
3922,661702921,"We utilized all of these and having come from two week of non-stop dining, really didn't",food,0
3923,661667071,"The most expensive hotel ever built, Singapore’.",,0
3924,661667071,"The iconic Marina Bay Sands hotel comprises three 55-storey towers, 2560 luxury rooms and suites, and 18 different room types.",,0
3925,661667071,I booked 3 days from 12 to 15 March 2019.,,0
3926,661667071,The hotel was luxury with amazing modern decor.,,1
3927,661667071,It is clean with quick service.,service,1
3928,661667071,There are two places to check in and out one near the Main enterance for tower 1 and 2 and the other for  tower 3 near the shoppping mall.,service,0
3929,661667071,"This hotel it have Garden,Casino and connected to shopping mall.",others,0
3930,661667071,The staff was nice and welcome.,service,1
3931,661667071,"My room was in 16 floor ,The décor was nice  with large room, it is very clean cosy, and comfort hotel .",room,1
3932,661667071,The balcony view it was my favourite area in the hotel.,room,1
3933,661667071,Also.one of the great point about this hotel is the great location it close to many landmarks.,others,1
3934,661520256,Spent couple of nights as a family staycation during the school break.,,0
3935,661520256,Rooms are spacious with great views - either city view of harbour view.,room,1
3936,661520256,We stayed at level 23 in deluxe king city view room.,room,0
3938,661520256,"Positive - great views, unrestricted access to the infinity pool at level 57 and skypark observation deck, Great gym with fantastic views at level 55 with friendly staff.",service,1
3939,661520256,Plenty of dining options.,food,0
3940,661520256,Negative - 1),,0
3941,661520256,"Shower facilities in room are bit basic considering how pricey the rooms are, 2) can be crowded at times especially during the peak holiday season which may dampen the roof top infinity pool experience.",pool,-1
3942,661520256,Best time to access are 6-8am or after 8pm,,0
3943,661520256,Overall it was a pleasant memorable stay.,,1
3944,661520256,Avoid peak holiday season if you want enjoy the experience on one of world's best roof top,pool,1
3945,661396918,"The Marina Bay Sands has the crown jewel, in terms of pools, in Singapore, and maybe in the world.",pool,1
3946,661396918,"Of course, everyone is blown away by the pool - especially right after a 17hour flight from San Francisco!",pool,1
3947,661396918,,,0
3948,661396918,"However, the excitement starts to fizzle pretty quickly from there.",,0
3949,661396918,"The lengthy waits for the elevators, the million and ten tourists, it is generally far from everything except Gardens by the Bay, oh, and the uncomfortable beds.",room,-1
3950,661396918,"Service also was pretty lackluster - a 45+ min wait for drinks at the pool... then they delivered the wrong drinks, then charged me.",service,-1
3951,661396918,"  I would recommend that people go for the experience, leave after the first few days.",,0
3952,661396918,Would not recommend a lengthy stay.,,0
3953,661380529,We booked a room (just standard double deluxe) 2 days before our trip.,,0
3954,661380529,I’ve searched from site to site and all are expensive.,,0
3955,661380529,(ofcourse given the time frame),,0
3956,661380529,I suggest you book at their main site.,,0
3957,661380529,You can get discounts there and who knows you’ll be lucky enough to get the cheapest room yet.,,0
3958,661380529,LOL.,,0
3959,661380529,How to get there:,,0
3960,661380529,By cab/grab : expensive probably 8-15sgd  By train: 👌🏻 (Better get the tourist pass-,,0
3961,661380529,you can use it in mrt/lrt/bus),,0
3962,661380529,By bus: also good,,0
3963,661380529,But its better to get there through MRT(from my own experience),,0
3965,661380529,Check in is at 3pm.,,0
3967,661380529,Be there early!,,0
3968,661380529,Perhaps.1pm-2:30pm,,0
3969,661380529,Skip the long queues.,,0
3970,661380529," While waiting for your room to be ready, you can stroll Around their mall.",others,1
3971,661380529,Room is 👌🏻 Amaaazing,room,1
3972,661380529,They have 2 views.,,0
3974,661380529,The harbour view/gardens by the bay view and city view.,room,0
3976,661380529,we had,,0
3977,661277834,Stayed at MBS for 4 nights it was fantastic  Fabulous huge room with balcony,room,1
3978,661277834,The infinity pool is something that has got to be done the views are amazing!!!!,pool,1
3980,661277834,Even though the hotel was really busy it never appeared to be,,0
3981,661277834,Everything about the stay was brilliant,,1
3982,661277834,and we both really enjoyed it,,1
3983,661277834,Well done to all the staff who were all so friendly,service,1
3984,661236700,"The Hotel is spectacular, the structure unparalleled, but it is also most likely in the top 3 of visited Tourist attractions in Singapore and it seems everyone in SG is on the roof top.",pool,1
3985,661236700,"So, if you enjoy standing in line for your US$18 drink, can’t get a seat/table or love 30 minute elevator rides/waits, this is your place.",,1
3986,661236700,"I would have rated this 2 Star if it wasn’t for the staff from the gift shop who courierd a gift to me, I forgot to buy.",service,1
3987,661236700,If you book direct with them and pay the higher rate over the “booking.com(s)” you are promised lots of “cash”.,,1
3988,661236700,Don’t believe it!!!!,,0
3989,661236700,"You are merely given discounts in their ridiculously priced restaurants and casino dollars, all 30 of them!",,0
3990,661236700,Be aware!,,0
3991,661236700,3 nights was way too long and for that money you can stay at better hotels.,,0
3992,661236700,"Finally, I was",,0
3993,661227749,22 hours in Singapore.,,0
3994,661227749,Beat from a 17 hour flight from LA.,,0
3995,661227749,And... then... pow!!,,0
3996,661227749,We are at the Marina Bay Sands.,,0
3997,661227749,Come on?,,0
3998,661227749,Iconic and gorgeous and so fun.,,6
3999,661227749,Walking easy to the Gardens by the Bay (beyond beautiful and a cool break from my tropical sweating...),others,1
